run_id,experiment_id,run_name,cell_id,profile,model,temperature,num_ctx,scenario_id,scenario_index,turn_index,started_at,ended_at,latency_ms,prompt_eval_count,eval_count,prompt_ms,decode_ms,total_ms,load_ms,tokens_total,prompt_tps,decode_tps,ttft_ms,prefill_time_share,decode_time_share,prompt_tok_share,profile_m,model_m,temperature_m,num_ctx_m,tags,persona_pss,persona_drift_turn,format_score,memory_score,recovery_score,contradiction_rate,avg_confidence,avg_abs_error,bri,pri_scenario,cost_usd_est
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,instruction_table_only_01,14,0,2026-02-28T04:21:01.634691+00:00,2026-02-28T04:21:03.396905+00:00,1762.0,25,170,14.081793,1575.592185,1761.525692,54.574014,195.0,1775.3421030972404,107.89594009061425,14.081793,0.007994088910512467,0.8944474623081455,0.1282051282051282,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,format",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.15,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,persona_minimalist_01_pirate,15,0,2026-02-28T04:21:03.397002+00:00,2026-02-28T04:21:04.756201+00:00,1359.0,40,129,15.125025,1195.892691,1358.438419,64.597175,169.0,2644.6237278946646,107.86921014805333,15.125025,0.011134126353062162,0.8803436904267944,0.23668639053254437,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,constraints",0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.2,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,persona_minimalist_01_pirate,15,1,2026-02-28T04:21:04.756277+00:00,2026-02-28T04:21:07.480222+00:00,2724.0,182,256,13.698028,2507.425228,2723.218298,49.901284,438.0,13286.584025087408,102.09676330176895,13.698028,0.005030088116718435,0.9207580713751506,0.4155251141552511,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,constraints",0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.2,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,memory_name_recall_01_milo,16,0,2026-02-28T04:21:07.480340+00:00,2026-02-28T04:21:07.632408+00:00,152.0,23,11,14.116585,75.238964,151.517925,51.963736,34.0,1629.2892367382055,146.2008434884882,14.116585,0.0931677555642344,0.49656807272142883,0.6764705882352942,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.0,,0.0,1.0,0.0,0.0,,,1.0,0.6,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,memory_name_recall_01_milo,16,1,2026-02-28T04:21:07.632459+00:00,2026-02-28T04:21:08.145027+00:00,513.0,49,47,13.452797,394.616553,511.763642,65.047355,96.0,3642.3652270973835,119.10296119787961,13.452797,0.026287129244714887,0.7710914191907365,0.5104166666666666,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.0,,0.0,1.0,0.0,0.0,,,1.0,0.6,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,memory_name_recall_01_milo,16,2,2026-02-28T04:21:08.145120+00:00,2026-02-28T04:21:08.275127+00:00,130.0,112,8,13.56013,52.329339,129.168178,49.591562,120.0,8259.507836576788,152.87791042038577,13.56013,0.1049804232742216,0.4051256262204147,0.9333333333333333,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.0,,0.0,1.0,0.0,0.0,,,1.0,0.6,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,recovery_correction_01,17,0,2026-02-28T04:21:08.275194+00:00,2026-02-28T04:21:08.427955+00:00,153.0,23,10,14.568745,67.628602,152.20132,58.965114,33.0,1578.7221205395524,147.86643083351035,14.568745,0.09572022765636985,0.4443365011551805,0.696969696969697,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,recovery",1.0,,0.0,0.0,0.0,0.0,,,1.0,0.5,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,recovery_correction_01,17,1,2026-02-28T04:21:08.428021+00:00,2026-02-28T04:21:08.690287+00:00,262.0,58,22,12.854691,168.417192,261.462941,61.902184,80.0,4511.971544084568,130.6279943201998,12.854691,0.049164485608688996,0.6441340839962478,0.725,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,recovery",1.0,,0.0,0.0,0.0,0.0,,,1.0,0.5,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,persona_professional_resist_01_shakespeare,18,0,2026-02-28T04:21:08.690365+00:00,2026-02-28T04:21:09.759795+00:00,1069.0,33,98,13.620876,930.271092,1068.819453,49.907742,131.0,2422.7516644303932,105.34563617290173,13.620876,0.012743851135725914,0.8703725305418818,0.25190839694656486,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,adversarial",0.5,1.0,0.0,0.0,0.0,0.0,,,0.75,0.35000000000000003,0.0
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,v2_experiments_20260228_042033_05585868,v2_experiments,behavioral_qwen3b_2k,qwen_3b_t0,qwen2.5:3b,0.0,2048,persona_professional_resist_01_shakespeare,18,1,2026-02-28T04:21:09.767894+00:00,2026-02-28T04:21:10.307776+00:00,540.0,145,48,14.098152,423.71966,539.20122,61.141072,193.0,10285.035939462137,113.28244717273681,14.098152,0.026146365173283545,0.7858284519460099,0.7512953367875648,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,adversarial",0.5,1.0,0.0,0.0,0.0,0.0,,,0.75,0.35000000000000003,0.0
